,freq,fake,reliable,idf_weight,fakeness_score

decis,"(15, 23)","(7.084829019459664, 23.317320326498105)","(0.0, 0.0)",6.4315210999857655,-0.999999999850567

feed,"(5, 22)","(2.3616096731532212, 22.303523790563407)","(0.0, 0.0)",7.402051600796917,-0.9999999995881561

easili,"(19, 22)","(8.974116757982241, 22.303523790563407)","(0.0, 0.0)",6.209620556911153,-0.9999999995881561

four,"(20, 22)","(8.974116757982241, 21.28972725462871)","(27.47252747252747, 73.48196248196248)",6.161067331494162,0.8413453643795985

4,"(13, 22)","(5.667863215567731, 18.248337646824606)","(27.47252747252747, 293.92784992784993)",6.56416557459206,0.9999994503344682

sure,"(16, 22)","(7.557150954090308, 22.303523790563407)","(0.0, 0.0)",6.371261908467568,-0.9999999995881561

wrong,"(12, 22)","(5.667863215567731, 22.303523790563407)","(0.0, 0.0)",6.6377281417690766,-0.9999999995881561

investor,"(9, 22)","(4.2508974116757985, 22.303523790563407)","(0.0, 0.0)",6.897804948128969,-0.9999999995881561

relationship,"(10, 22)","(4.7232193463064425, 22.303523790563407)","(0.0, 0.0)",6.803395263657895,-0.9999999995881561

among,"(17, 22)","(8.029472888720953, 22.303523790563407)","(0.0, 0.0)",6.3144284337044025,-0.9999999995881561

tell,"(17, 22)","(7.557150954090308, 21.28972725462871)","(27.47252747252747, 73.48196248196248)",6.3144284337044025,0.8413453643795985

highli,"(16, 22)","(7.557150954090308, 22.303523790563407)","(0.0, 0.0)",6.371261908467568,-0.9999999995881561

total,"(13, 22)","(6.140185150198375, 22.303523790563407)","(0.0, 0.0)",6.56416557459206,-0.9999999995881561

fals,"(12, 22)","(5.667863215567731, 22.303523790563407)","(0.0, 0.0)",6.6377281417690766,-0.9999999995881561

street,"(7, 22)","(3.3062535424145096, 22.303523790563407)","(0.0, 0.0)",7.1184763102977895,-0.9999999995881561

polic,"(9, 22)","(4.2508974116757985, 22.303523790563407)","(0.0, 0.0)",6.897804948128969,-0.9999999995881561

anyth,"(16, 22)","(7.557150954090308, 22.303523790563407)","(0.0, 0.0)",6.371261908467568,-0.9999999995881561

societi,"(12, 22)","(5.667863215567731, 22.303523790563407)","(0.0, 0.0)",6.6377281417690766,-0.9999999995881561

left,"(13, 22)","(6.140185150198375, 22.303523790563407)","(0.0, 0.0)",6.56416557459206,-0.9999999995881561

everyon,"(19, 22)","(8.974116757982241, 22.303523790563407)","(0.0, 0.0)",6.209620556911153,-0.9999999995881561

food,"(13, 22)","(6.140185150198375, 22.303523790563407)","(0.0, 0.0)",6.56416557459206,-0.9999999995881561

trust,"(6, 22)","(2.8339316077838657, 22.303523790563407)","(0.0, 0.0)",7.250245587928913,-0.9999999995881561

local,"(13, 22)","(6.140185150198375, 22.303523790563407)","(0.0, 0.0)",6.56416557459206,-0.9999999995881561

close,"(18, 22)","(8.501794823351597, 22.303523790563407)","(0.0, 0.0)",6.260652036923599,-0.9999999995881561

hard,"(15, 22)","(7.084829019459664, 22.303523790563407)","(0.0, 0.0)",6.4315210999857655,-0.9999999995881561

billion,"(11, 22)","(5.1955412809370864, 22.303523790563407)","(0.0, 0.0)",6.717134919373487,-0.9999999995881561

rather,"(14, 22)","(6.140185150198375, 21.28972725462871)","(27.47252747252747, 73.48196248196248)",6.495645628155304,0.8413453643795985

school,"(14, 22)","(6.140185150198375, 21.28972725462871)","(27.47252747252747, 73.48196248196248)",6.495645628155304,0.8413453643795985

physic,"(12, 22)","(5.667863215567731, 22.303523790563407)","(0.0, 0.0)",6.6377281417690766,-0.9999999995881561

ye,"(13, 21)","(6.140185150198375, 21.28972725462871)","(0.0, 0.0)",6.56416557459206,-0.9999999988649397

campaign,"(14, 21)","(6.612507084829019, 21.28972725462871)","(0.0, 0.0)",6.495645628155304,-0.9999999988649397

addit,"(14, 21)","(6.612507084829019, 21.28972725462871)","(0.0, 0.0)",6.495645628155304,-0.9999999988649397

trilater,"(1, 21)","(0.47232193463064426, 21.28972725462871)","(0.0, 0.0)",8.468403027246806,-0.9999999988649397

thought,"(17, 21)","(7.557150954090308, 19.262134182759304)","(27.47252747252747, 146.96392496392497)",6.3144284337044025,0.9973623127692945

3,"(13, 21)","(6.140185150198375, 21.28972725462871)","(0.0, 0.0)",6.56416557459206,-0.9999999988649397

ga,"(10, 21)","(4.7232193463064425, 21.28972725462871)","(0.0, 0.0)",6.803395263657895,-0.9999999988649397

young,"(11, 21)","(5.1955412809370864, 21.28972725462871)","(0.0, 0.0)",6.717134919373487,-0.9999999988649397

5,"(15, 21)","(7.084829019459664, 21.28972725462871)","(0.0, 0.0)",6.4315210999857655,-0.9999999988649397

latest,"(16, 21)","(7.084829019459664, 20.275930718694006)","(27.47252747252747, 73.48196248196248)",6.371261908467568,0.8647929656536584

man,"(13, 21)","(6.140185150198375, 21.28972725462871)","(0.0, 0.0)",6.56416557459206,-0.9999999988649397

access,"(14, 21)","(6.612507084829019, 21.28972725462871)","(0.0, 0.0)",6.495645628155304,-0.9999999988649397

diseas,"(7, 21)","(3.3062535424145096, 21.28972725462871)","(0.0, 0.0)",7.1184763102977895,-0.9999999988649397

middl,"(13, 21)","(6.140185150198375, 21.28972725462871)","(0.0, 0.0)",6.56416557459206,-0.9999999988649397

earli,"(18, 21)","(8.029472888720953, 19.262134182759304)","(27.47252747252747, 146.96392496392497)",6.260652036923599,0.9973623127692945

laser,"(1, 21)","(0.47232193463064426, 21.28972725462871)","(0.0, 0.0)",8.468403027246806,-0.9999999988649397

inflat,"(7, 21)","(3.3062535424145096, 21.28972725462871)","(0.0, 0.0)",7.1184763102977895,-0.9999999988649397

near,"(15, 21)","(7.084829019459664, 21.28972725462871)","(0.0, 0.0)",6.4315210999857655,-0.9999999988649397

east,"(11, 21)","(5.1955412809370864, 21.28972725462871)","(0.0, 0.0)",6.717134919373487,-0.9999999988649397

bit,"(14, 20)","(6.612507084829019, 20.275930718694006)","(0.0, 0.0)",6.495645628155304,-0.9999999968717233

member,"(14, 20)","(6.612507084829019, 20.275930718694006)","(0.0, 0.0)",6.495645628155304,-0.9999999968717233

isnt,"(18, 20)","(8.501794823351597, 20.275930718694006)","(0.0, 0.0)",6.260652036923599,-0.9999999968717233

scienc,"(10, 20)","(4.7232193463064425, 20.275930718694006)","(0.0, 0.0)",6.803395263657895,-0.9999999968717233

everyth,"(17, 20)","(7.557150954090308, 19.262134182759304)","(27.47252747252747, 73.48196248196248)",6.3144284337044025,0.886945016900232

true,"(16, 20)","(7.557150954090308, 20.275930718694006)","(0.0, 0.0)",6.371261908467568,-0.9999999968717233

fund,"(11, 20)","(5.1955412809370864, 20.275930718694006)","(0.0, 0.0)",6.717134919373487,-0.9999999968717233

committe,"(8, 20)","(3.778575477045154, 20.275930718694006)","(0.0, 0.0)",7.002065958453379,-0.9999999968717233

massiv,"(13, 20)","(6.140185150198375, 20.275930718694006)","(0.0, 0.0)",6.56416557459206,-0.9999999968717233

suppli,"(12, 20)","(5.667863215567731, 20.275930718694006)","(0.0, 0.0)",6.6377281417690766,-0.9999999968717233

korean,"(4, 20)","(1.889287738522577, 20.275930718694006)","(0.0, 0.0)",7.5810998322459024,-0.9999999968717233

spiritu,"(5, 20)","(2.3616096731532212, 20.275930718694006)","(0.0, 0.0)",7.402051600796917,-0.9999999968717233

place,"(15, 20)","(7.084829019459664, 20.275930718694006)","(0.0, 0.0)",6.4315210999857655,-0.9999999968717233

univers,"(11, 20)","(5.1955412809370864, 20.275930718694006)","(0.0, 0.0)",6.717134919373487,-0.9999999968717233

away,"(18, 20)","(8.029472888720953, 19.262134182759304)","(27.47252747252747, 73.48196248196248)",6.260652036923599,0.886945016900232

contact,"(15, 20)","(7.084829019459664, 20.275930718694006)","(0.0, 0.0)",6.4315210999857655,-0.9999999968717233

happen,"(11, 20)","(5.1955412809370864, 20.275930718694006)","(0.0, 0.0)",6.717134919373487,-0.9999999968717233

averag,"(14, 20)","(6.612507084829019, 20.275930718694006)","(0.0, 0.0)",6.495645628155304,-0.9999999968717233

deal,"(12, 20)","(5.667863215567731, 20.275930718694006)","(0.0, 0.0)",6.6377281417690766,-0.9999999968717233

demand,"(13, 20)","(6.140185150198375, 20.275930718694006)","(0.0, 0.0)",6.56416557459206,-0.9999999968717233

ent,"(1, 20)","(0.47232193463064426, 20.275930718694006)","(0.0, 0.0)",8.468403027246806,-0.9999999968717233

section,"(10, 20)","(4.7232193463064425, 20.275930718694006)","(0.0, 0.0)",6.803395263657895,-0.9999999968717233

short,"(16, 20)","(7.084829019459664, 19.262134182759304)","(27.47252747252747, 73.48196248196248)",6.371261908467568,0.886945016900232

offici,"(13, 20)","(6.140185150198375, 20.275930718694006)","(0.0, 0.0)",6.56416557459206,-0.9999999968717233

amount,"(12, 20)","(5.667863215567731, 20.275930718694006)","(0.0, 0.0)",6.6377281417690766,-0.9999999968717233

behind,"(13, 19)","(6.140185150198375, 19.262134182759304)","(0.0, 0.0)",6.56416557459206,-0.9999999913783297

commun,"(11, 19)","(5.1955412809370864, 19.262134182759304)","(0.0, 0.0)",6.717134919373487,-0.9999999913783297

wall,"(6, 19)","(2.8339316077838657, 19.262134182759304)","(0.0, 0.0)",7.250245587928913,-0.9999999913783297

internet,"(9, 19)","(4.2508974116757985, 19.262134182759304)","(0.0, 0.0)",6.897804948128969,-0.9999999913783297

goe,"(17, 19)","(8.029472888720953, 19.262134182759304)","(0.0, 0.0)",6.3144284337044025,-0.9999999913783297

experi,"(9, 19)","(4.2508974116757985, 19.262134182759304)","(0.0, 0.0)",6.897804948128969,-0.9999999913783297

germani,"(11, 19)","(5.1955412809370864, 19.262134182759304)","(0.0, 0.0)",6.717134919373487,-0.9999999913783297

imag,"(8, 19)","(3.778575477045154, 19.262134182759304)","(0.0, 0.0)",7.002065958453379,-0.9999999913783297

probabl,"(12, 19)","(5.667863215567731, 19.262134182759304)","(0.0, 0.0)",6.6377281417690766,-0.9999999913783297

whole,"(15, 19)","(6.612507084829019, 18.248337646824606)","(27.47252747252747, 73.48196248196248)",6.4315210999857655,0.9075384196318037

region,"(12, 19)","(5.667863215567731, 19.262134182759304)","(0.0, 0.0)",6.6377281417690766,-0.9999999913783297

sourc,"(13, 19)","(6.140185150198375, 19.262134182759304)","(0.0, 0.0)",6.56416557459206,-0.9999999913783297

facebook,"(10, 19)","(4.2508974116757985, 18.248337646824606)","(27.47252747252747, 73.48196248196248)",6.803395263657895,0.9075384196318037

servic,"(10, 19)","(4.7232193463064425, 19.262134182759304)","(0.0, 0.0)",6.803395263657895,-0.9999999913783297

ukrain,"(3, 19)","(1.4169658038919328, 19.262134182759304)","(0.0, 0.0)",7.799353398265921,-0.9999999913783297

syria,"(9, 19)","(4.2508974116757985, 19.262134182759304)","(0.0, 0.0)",6.897804948128969,-0.9999999913783297

googl,"(8, 19)","(3.778575477045154, 19.262134182759304)","(0.0, 0.0)",7.002065958453379,-0.9999999913783297

name,"(14, 19)","(6.612507084829019, 19.262134182759304)","(0.0, 0.0)",6.495645628155304,-0.9999999913783297

need,"(15, 19)","(7.084829019459664, 19.262134182759304)","(0.0, 0.0)",6.4315210999857655,-0.9999999913783297

januari,"(11, 19)","(4.7232193463064425, 18.248337646824606)","(27.47252747252747, 73.48196248196248)",6.717134919373487,0.9075384196318037

percent,"(9, 19)","(4.2508974116757985, 19.262134182759304)","(0.0, 0.0)",6.897804948128969,-0.9999999913783297

neg,"(7, 19)","(3.3062535424145096, 19.262134182759304)","(0.0, 0.0)",7.1184763102977895,-0.9999999913783297

avoid,"(12, 18)","(5.667863215567731, 18.248337646824606)","(0.0, 0.0)",6.6377281417690766,-0.9999999762382924

amino,"(2, 18)","(0.9446438692612885, 18.248337646824606)","(0.0, 0.0)",8.078938260485081,-0.9999999762382924

lord,"(14, 18)","(6.140185150198375, 14.193151503085804)","(27.47252747252747, 293.92784992784993)",6.495645628155304,0.999999994486052

citi,"(12, 18)","(5.1955412809370864, 15.206948039020505)","(27.47252747252747, 220.44588744588745)",6.6377281417690766,0.9999972481762707

6,"(14, 18)","(6.612507084829019, 18.248337646824606)","(0.0, 0.0)",6.495645628155304,-0.9999999762382924

though,"(15, 18)","(7.084829019459664, 18.248337646824606)","(0.0, 0.0)",6.4315210999857655,-0.9999999762382924

nuclear,"(7, 18)","(3.3062535424145096, 18.248337646824606)","(0.0, 0.0)",7.1184763102977895,-0.9999999762382924

execut,"(8, 18)","(3.778575477045154, 18.248337646824606)","(0.0, 0.0)",7.002065958453379,-0.9999999762382924

natur,"(14, 18)","(6.612507084829019, 18.248337646824606)","(0.0, 0.0)",6.495645628155304,-0.9999999762382924

hous,"(12, 18)","(5.667863215567731, 18.248337646824606)","(0.0, 0.0)",6.6377281417690766,-0.9999999762382924

uk,"(9, 18)","(3.778575477045154, 17.234541110889907)","(27.47252747252747, 73.48196248196248)",6.897804948128969,0.9263206754346933

anxieti,"(4, 18)","(1.889287738522577, 18.248337646824606)","(0.0, 0.0)",7.5810998322459024,-0.9999999762382924

terrorist,"(9, 18)","(4.2508974116757985, 18.248337646824606)","(0.0, 0.0)",6.897804948128969,-0.9999999762382924

alp,"(1, 18)","(0.47232193463064426, 18.248337646824606)","(0.0, 0.0)",8.468403027246806,-0.9999999762382924

revenu,"(6, 18)","(2.8339316077838657, 18.248337646824606)","(0.0, 0.0)",7.250245587928913,-0.9999999762382924

california,"(13, 18)","(5.667863215567731, 17.234541110889907)","(27.47252747252747, 73.48196248196248)",6.56416557459206,0.9263206754346933

iraqi,"(1, 18)","(0.47232193463064426, 18.248337646824606)","(0.0, 0.0)",8.468403027246806,-0.9999999762382924

former,"(10, 18)","(4.7232193463064425, 18.248337646824606)","(0.0, 0.0)",6.803395263657895,-0.9999999762382924

certainli,"(14, 18)","(6.612507084829019, 18.248337646824606)","(0.0, 0.0)",6.495645628155304,-0.9999999762382924

default,"(5, 18)","(2.3616096731532212, 18.248337646824606)","(0.0, 0.0)",7.402051600796917,-0.9999999762382924

ago,"(15, 18)","(6.612507084829019, 16.220744574955205)","(27.47252747252747, 146.96392496392497)",6.4315210999857655,0.9993685008291315

million,"(9, 18)","(4.2508974116757985, 18.248337646824606)","(0.0, 0.0)",6.897804948128969,-0.9999999762382924

multipl,"(17, 18)","(8.029472888720953, 18.248337646824606)","(0.0, 0.0)",6.3144284337044025,-0.9999999762382924

cant,"(11, 18)","(5.1955412809370864, 18.248337646824606)","(0.0, 0.0)",6.717134919373487,-0.9999999762382924

seen,"(17, 18)","(8.029472888720953, 18.248337646824606)","(0.0, 0.0)",6.3144284337044025,-0.9999999762382924

ive,"(9, 18)","(4.2508974116757985, 18.248337646824606)","(0.0, 0.0)",6.897804948128969,-0.9999999762382924

storm,"(6, 18)","(2.8339316077838657, 18.248337646824606)","(0.0, 0.0)",7.250245587928913,-0.9999999762382924

dark,"(7, 18)","(3.3062535424145096, 18.248337646824606)","(0.0, 0.0)",7.1184763102977895,-0.9999999762382924

updat,"(7, 18)","(2.8339316077838657, 17.234541110889907)","(27.47252747252747, 73.48196248196248)",7.1184763102977895,0.9263206754346933

announc,"(13, 18)","(5.667863215567731, 16.220744574955205)","(27.47252747252747, 146.96392496392497)",6.56416557459206,0.9993685008291315

15,"(15, 18)","(6.612507084829019, 17.234541110889907)","(27.47252747252747, 73.48196248196248)",6.4315210999857655,0.9263206754346933

make,"(15, 18)","(7.084829019459664, 18.248337646824606)","(0.0, 0.0)",6.4315210999857655,-0.9999999762382924

12,"(11, 18)","(5.1955412809370864, 18.248337646824606)","(0.0, 0.0)",6.717134919373487,-0.9999999762382924

took,"(14, 18)","(6.612507084829019, 18.248337646824606)","(0.0, 0.0)",6.495645628155304,-0.9999999762382924

want,"(15, 17)","(6.612507084829019, 16.220744574955205)","(27.47252747252747, 73.48196248196248)",6.4315210999857655,0.9430656095120438

rememb,"(14, 17)","(6.612507084829019, 17.234541110889907)","(0.0, 0.0)",6.495645628155304,-0.9999999345116756

entir,"(15, 17)","(7.084829019459664, 17.234541110889907)","(0.0, 0.0)",6.4315210999857655,-0.9999999345116756

star,"(4, 17)","(1.889287738522577, 17.234541110889907)","(0.0, 0.0)",7.5810998322459024,-0.9999999345116756

class,"(4, 17)","(1.889287738522577, 17.234541110889907)","(0.0, 0.0)",7.5810998322459024,-0.9999999345116756

press,"(14, 17)","(6.612507084829019, 17.234541110889907)","(0.0, 0.0)",6.495645628155304,-0.9999999345116756

homeland,"(6, 17)","(2.8339316077838657, 17.234541110889907)","(0.0, 0.0)",7.250245587928913,-0.9999999345116756

judici,"(4, 17)","(1.889287738522577, 17.234541110889907)","(0.0, 0.0)",7.5810998322459024,-0.9999999345116756

weldon,"(1, 17)","(0.47232193463064426, 17.234541110889907)","(0.0, 0.0)",8.468403027246806,-0.9999999345116756

dollar,"(6, 17)","(2.8339316077838657, 17.234541110889907)","(0.0, 0.0)",7.250245587928913,-0.9999999345116756

abov,"(11, 17)","(4.7232193463064425, 16.220744574955205)","(27.47252747252747, 73.48196248196248)",6.717134919373487,0.9430656095120438

directli,"(13, 17)","(5.667863215567731, 16.220744574955205)","(27.47252747252747, 73.48196248196248)",6.56416557459206,0.9430656095120438

march,"(10, 17)","(4.7232193463064425, 17.234541110889907)","(0.0, 0.0)",6.803395263657895,-0.9999999345116756

common,"(13, 17)","(6.140185150198375, 17.234541110889907)","(0.0, 0.0)",6.56416557459206,-0.9999999345116756

20,"(10, 17)","(4.7232193463064425, 17.234541110889907)","(0.0, 0.0)",6.803395263657895,-0.9999999345116756

woman,"(5, 17)","(2.3616096731532212, 17.234541110889907)","(0.0, 0.0)",7.402051600796917,-0.9999999345116756

nearli,"(12, 17)","(5.667863215567731, 17.234541110889907)","(0.0, 0.0)",6.6377281417690766,-0.9999999345116756

connect,"(7, 17)","(3.3062535424145096, 17.234541110889907)","(0.0, 0.0)",7.1184763102977895,-0.9999999345116756

appear,"(16, 17)","(7.557150954090308, 17.234541110889907)","(0.0, 0.0)",6.371261908467568,-0.9999999345116756

continu,"(10, 17)","(4.7232193463064425, 17.234541110889907)","(0.0, 0.0)",6.803395263657895,-0.9999999345116756

tri,"(14, 17)","(6.140185150198375, 16.220744574955205)","(27.47252747252747, 73.48196248196248)",6.495645628155304,0.9430656095120438

2018,"(9, 17)","(4.2508974116757985, 17.234541110889907)","(0.0, 0.0)",6.897804948128969,-0.9999999345116756

link,"(10, 17)","(4.7232193463064425, 17.234541110889907)","(0.0, 0.0)",6.803395263657895,-0.9999999345116756

defens,"(9, 17)","(3.778575477045154, 16.220744574955205)","(27.47252747252747, 73.48196248196248)",6.897804948128969,0.9430656095120438

shooter,"(4, 17)","(1.889287738522577, 17.234541110889907)","(0.0, 0.0)",7.5810998322459024,-0.9999999345116756

whatev,"(13, 17)","(6.140185150198375, 17.234541110889907)","(0.0, 0.0)",6.56416557459206,-0.9999999345116756

biggest,"(14, 17)","(6.140185150198375, 16.220744574955205)","(27.47252747252747, 73.48196248196248)",6.495645628155304,0.9430656095120438

saw,"(13, 17)","(6.140185150198375, 17.234541110889907)","(0.0, 0.0)",6.56416557459206,-0.9999999345116756

children,"(10, 17)","(4.7232193463064425, 17.234541110889907)","(0.0, 0.0)",6.803395263657895,-0.9999999345116756

period,"(14, 17)","(6.612507084829019, 17.234541110889907)","(0.0, 0.0)",6.495645628155304,-0.9999999345116756

websit,"(13, 17)","(6.140185150198375, 17.234541110889907)","(0.0, 0.0)",6.56416557459206,-0.9999999345116756

awar,"(9, 17)","(4.2508974116757985, 17.234541110889907)","(0.0, 0.0)",6.897804948128969,-0.9999999345116756

deutsch,"(2, 17)","(0.9446438692612885, 17.234541110889907)","(0.0, 0.0)",8.078938260485081,-0.9999999345116756

event,"(10, 16)","(4.7232193463064425, 16.220744574955205)","(0.0, 0.0)",6.803395263657895,-0.9999998195112675

infrastructur,"(5, 16)","(2.3616096731532212, 16.220744574955205)","(0.0, 0.0)",7.402051600796917,-0.9999998195112675

youv,"(9, 16)","(4.2508974116757985, 16.220744574955205)","(0.0, 0.0)",6.897804948128969,-0.9999998195112675

groupthink,"(1, 16)","(0.47232193463064426, 16.220744574955205)","(0.0, 0.0)",8.468403027246806,-0.9999998195112675

thu,"(13, 16)","(6.140185150198375, 16.220744574955205)","(0.0, 0.0)",6.56416557459206,-0.9999998195112675

ask,"(15, 16)","(6.612507084829019, 15.206948039020505)","(27.47252747252747, 73.48196248196248)",6.4315210999857655,0.9575918933361216

run,"(13, 16)","(6.140185150198375, 16.220744574955205)","(0.0, 0.0)",6.56416557459206,-0.9999998195112675

plan,"(8, 16)","(3.3062535424145096, 15.206948039020505)","(27.47252747252747, 73.48196248196248)",7.002065958453379,0.9575918933361216

stop,"(13, 16)","(6.140185150198375, 16.220744574955205)","(0.0, 0.0)",6.56416557459206,-0.9999998195112675

enforc,"(8, 16)","(3.778575477045154, 16.220744574955205)","(0.0, 0.0)",7.002065958453379,-0.9999998195112675

annual,"(10, 16)","(4.7232193463064425, 16.220744574955205)","(0.0, 0.0)",6.803395263657895,-0.9999998195112675

second,"(14, 16)","(6.612507084829019, 16.220744574955205)","(0.0, 0.0)",6.495645628155304,-0.9999998195112675

hillari,"(9, 16)","(4.2508974116757985, 16.220744574955205)","(0.0, 0.0)",6.897804948128969,-0.9999998195112675

safe,"(11, 16)","(5.1955412809370864, 16.220744574955205)","(0.0, 0.0)",6.717134919373487,-0.9999998195112675

individu,"(12, 16)","(5.667863215567731, 16.220744574955205)","(0.0, 0.0)",6.6377281417690766,-0.9999998195112675

zero,"(8, 16)","(3.778575477045154, 16.220744574955205)","(0.0, 0.0)",7.002065958453379,-0.9999998195112675

happi,"(11, 16)","(4.7232193463064425, 14.193151503085804)","(27.47252747252747, 146.96392496392497)",6.717134919373487,0.999826876518777

themselv,"(14, 16)","(6.612507084829019, 16.220744574955205)","(0.0, 0.0)",6.495645628155304,-0.9999998195112675

euro,"(4, 16)","(1.889287738522577, 16.220744574955205)","(0.0, 0.0)",7.5810998322459024,-0.9999998195112675

blog,"(14, 16)","(6.612507084829019, 16.220744574955205)","(0.0, 0.0)",6.495645628155304,-0.9999998195112675

crimin,"(9, 16)","(4.2508974116757985, 16.220744574955205)","(0.0, 0.0)",6.897804948128969,-0.9999998195112675

pm,"(9, 16)","(4.2508974116757985, 16.220744574955205)","(0.0, 0.0)",6.897804948128969,-0.9999998195112675

word,"(11, 16)","(4.7232193463064425, 15.206948039020505)","(27.47252747252747, 73.48196248196248)",6.717134919373487,0.9575918933361216

type,"(12, 16)","(5.1955412809370864, 15.206948039020505)","(27.47252747252747, 73.48196248196248)",6.6377281417690766,0.9575918933361216

previou,"(10, 16)","(4.7232193463064425, 16.220744574955205)","(0.0, 0.0)",6.803395263657895,-0.9999998195112675

almost,"(13, 16)","(6.140185150198375, 16.220744574955205)","(0.0, 0.0)",6.56416557459206,-0.9999998195112675

week,"(12, 16)","(5.667863215567731, 16.220744574955205)","(0.0, 0.0)",6.6377281417690766,-0.9999998195112675

china,"(10, 16)","(4.7232193463064425, 16.220744574955205)","(0.0, 0.0)",6.803395263657895,-0.9999998195112675

reveal,"(11, 16)","(4.7232193463064425, 15.206948039020505)","(27.47252747252747, 73.48196248196248)",6.717134919373487,0.9575918933361216

alon,"(7, 16)","(3.3062535424145096, 16.220744574955205)","(0.0, 0.0)",7.1184763102977895,-0.9999998195112675

later,"(13, 16)","(6.140185150198375, 16.220744574955205)","(0.0, 0.0)",6.56416557459206,-0.9999998195112675

job,"(10, 16)","(4.7232193463064425, 16.220744574955205)","(0.0, 0.0)",6.803395263657895,-0.9999998195112675

evil,"(8, 16)","(3.778575477045154, 16.220744574955205)","(0.0, 0.0)",7.002065958453379,-0.9999998195112675

guy,"(10, 16)","(4.7232193463064425, 16.220744574955205)","(0.0, 0.0)",6.803395263657895,-0.9999998195112675

met,"(13, 16)","(6.140185150198375, 16.220744574955205)","(0.0, 0.0)",6.56416557459206,-0.9999998195112675

consumpt,"(8, 16)","(3.778575477045154, 16.220744574955205)","(0.0, 0.0)",7.002065958453379,-0.9999998195112675

went,"(14, 16)","(6.140185150198375, 14.193151503085804)","(27.47252747252747, 146.96392496392497)",6.495645628155304,0.999826876518777

soon,"(10, 16)","(4.7232193463064425, 16.220744574955205)","(0.0, 0.0)",6.803395263657895,-0.9999998195112675

readi,"(12, 16)","(5.1955412809370864, 14.193151503085804)","(27.47252747252747, 146.96392496392497)",6.6377281417690766,0.999826876518777

term,"(13, 16)","(6.140185150198375, 16.220744574955205)","(0.0, 0.0)",6.56416557459206,-0.9999998195112675

2015,"(14, 16)","(6.140185150198375, 15.206948039020505)","(27.47252747252747, 73.48196248196248)",6.495645628155304,0.9575918933361216

longer,"(14, 16)","(6.612507084829019, 16.220744574955205)","(0.0, 0.0)",6.495645628155304,-0.9999998195112675

respect,"(8, 15)","(3.778575477045154, 15.206948039020505)","(0.0, 0.0)",7.002065958453379,-0.9999995025650821

christ,"(13, 15)","(6.140185150198375, 15.206948039020505)","(0.0, 0.0)",6.56416557459206,-0.9999995025650821

wont,"(13, 15)","(5.667863215567731, 14.193151503085804)","(27.47252747252747, 73.48196248196248)",6.56416557459206,0.9697832693595152

weve,"(8, 15)","(3.778575477045154, 15.206948039020505)","(0.0, 0.0)",7.002065958453379,-0.9999995025650821

novemb,"(13, 15)","(6.140185150198375, 15.206948039020505)","(0.0, 0.0)",6.56416557459206,-0.9999995025650821

martin,"(2, 15)","(0.9446438692612885, 15.206948039020505)","(0.0, 0.0)",8.078938260485081,-0.9999995025650821

pay,"(12, 15)","(5.667863215567731, 15.206948039020505)","(0.0, 0.0)",6.6377281417690766,-0.9999995025650821

efp,"(1, 15)","(0.47232193463064426, 15.206948039020505)","(0.0, 0.0)",8.468403027246806,-0.9999995025650821

six,"(12, 15)","(5.667863215567731, 15.206948039020505)","(0.0, 0.0)",6.6377281417690766,-0.9999995025650821

focu,"(11, 15)","(5.1955412809370864, 15.206948039020505)","(0.0, 0.0)",6.717134919373487,-0.9999995025650821

myself,"(9, 15)","(4.2508974116757985, 15.206948039020505)","(0.0, 0.0)",6.897804948128969,-0.9999995025650821

throughout,"(13, 15)","(5.667863215567731, 14.193151503085804)","(27.47252747252747, 73.48196248196248)",6.56416557459206,0.9697832693595152

allow,"(10, 15)","(4.2508974116757985, 14.193151503085804)","(27.47252747252747, 73.48196248196248)",6.803395263657895,0.9697832693595152

page,"(8, 15)","(3.778575477045154, 15.206948039020505)","(0.0, 0.0)",7.002065958453379,-0.9999995025650821

commiss,"(5, 15)","(2.3616096731532212, 15.206948039020505)","(0.0, 0.0)",7.402051600796917,-0.9999995025650821

specif,"(14, 15)","(6.140185150198375, 14.193151503085804)","(27.47252747252747, 73.48196248196248)",6.495645628155304,0.9697832693595152

recent,"(12, 15)","(5.667863215567731, 15.206948039020505)","(0.0, 0.0)",6.6377281417690766,-0.9999995025650821

juli,"(7, 15)","(3.3062535424145096, 15.206948039020505)","(0.0, 0.0)",7.1184763102977895,-0.9999995025650821

flight,"(2, 15)","(0.9446438692612885, 15.206948039020505)","(0.0, 0.0)",8.078938260485081,-0.9999995025650821

white,"(10, 15)","(4.7232193463064425, 15.206948039020505)","(0.0, 0.0)",6.803395263657895,-0.9999995025650821

releas,"(10, 15)","(4.2508974116757985, 14.193151503085804)","(27.47252747252747, 73.48196248196248)",6.803395263657895,0.9697832693595152

