id,batch
24784,4
24785,9
24786,6
24787,8
24788,6
24789,7
24790,4
24791,7
24792,2
24793,9
24794,8
24795,7
24796,5
24797,4
24798,5
24799,7
24802,1
24803,6
24804,1
24805,2
24806,9
24807,10
24808,2
24809,2
24810,10
24811,10
24812,6
24813,2
24814,7
24815,7
24816,2
24817,4
24818,9
24819,1
24820,10
24821,4
24822,9
24823,5
24824,3
24825,7
24826,4
24827,10
24828,10
24829,7
24830,2
24831,1
24832,9
24833,2
24834,8
24835,5
24836,1
24837,9
24838,10
24839,5
24840,10
24841,10
24842,4
24843,4
24844,9
24845,2
24846,6
24847,1
24848,6
24849,3
24850,7
24851,3
24852,9
24853,3
24854,5
24855,6
24856,8
24857,9
24858,2
24859,2
24860,7
24861,5
24862,1
24863,1
24864,5
24865,8
24866,4
24867,2
24868,3
24869,5
24870,4
24871,5
24872,5
24873,7
24874,10
24875,10
24876,2
24877,3
24878,8
24879,6
24880,2
24881,3
24882,10
24883,5
24884,5
24885,9
24886,2
24887,1
24888,10
24889,7
24890,4
24891,7
24892,2
24893,10
24894,9
24895,9
24896,1
24897,8
24898,4
24899,6
24900,9
24901,5
24902,9
24903,5
24904,1
24905,1
24906,3
24907,6
24908,8
24909,10
24910,2
24911,3
24912,1
24913,10
24914,3
24915,3
24916,7
24917,10
24918,10
24919,1
24920,7
24921,3
24922,4
24923,2
24924,5
24925,7
24926,8
24927,10
24928,9
24929,7
24930,10
24931,8
24932,1
24933,5
24934,9
24935,2
24936,1
24937,2
24938,2
24939,10
24940,2
24941,8
24942,9
24943,1
24944,4
24945,1
24946,3
24947,3
24948,5
24949,10
24950,5
24951,2
24952,10
24953,4
24954,4
24955,8
24956,3
24957,8
24958,7
24959,1
24960,7
24961,8
24962,3
24963,5
24964,4
24965,7
24966,10
24967,4
24968,7
24969,8
24970,8
24971,2
24972,5
24973,1
24974,1
24975,2
24976,9
24977,7
24978,5
24979,5
24980,9
24981,7
24982,10
24983,9
24984,1
24985,2
24986,7
24987,8
24988,10
24989,2
24990,1
24991,5
24992,3
24993,5
24994,7
24995,6
24996,2
24997,9
24998,10
24999,8
25000,9
25001,3
25002,3
25003,9
25004,10
25005,9
25007,7
25008,2
25009,6
25010,9
25011,9
25012,1
25013,7
25014,10
25015,4
25016,5
25017,8
25018,4
25019,7
25020,7
25021,1
25022,1
25023,5
25024,10
25025,2
25026,6
25027,1
25028,9
25029,3
25030,5
25031,5
25032,2
25033,7
25034,2
25036,1
25037,9
25038,7
25039,9
25040,7
25041,9
25042,5
25043,8
25044,2
25045,4
25046,5
25047,3
25048,10
25049,4
25050,2
25051,7
25052,7
25053,5
25054,5
25055,7
25056,1
25057,4
25058,5
25059,7
25060,7
25061,1
25062,10
25063,10
25064,8
25065,4
25066,1
25067,6
25068,5
25069,3
25070,5
25071,3
25072,10
25073,8
25074,10
25075,10
25076,9
25077,1
25078,4
25079,3
25080,1
25081,5
25082,1
25083,10
25084,10
25085,8
25086,3
25087,2
25088,10
25089,8
25090,9
25091,3
25092,9
25093,10
25094,2
25095,4
25096,1
25097,3
25098,6
25099,6
25100,9
25101,10
25102,10
25103,6
25104,1
25105,10
25106,4
25107,2
25108,2
25109,3
25110,6
25111,10
25112,2
25113,9
25114,7
25115,6
25116,2
25117,7
25118,5
25119,7
25120,8
25121,8
25122,4
25123,4
25124,2
25125,4
25126,7
25127,8
25128,3
25129,3
25130,4
25131,7
25132,6
25133,5
25134,2
25135,10
25136,1
25137,9
25138,2
25139,2
25140,9
25141,5
25142,4
25143,4
25144,1
25145,3
25146,7
25147,9
25148,4
25149,1
25150,2
25151,1
25152,5
25153,6
25154,10
25155,3
25156,8
25157,4
25158,4
25159,2
25160,7
25161,10
25162,7
25163,9
25164,7
25165,10
25166,2
25167,6
25168,1
25169,5
25170,9
25171,2
25172,4
25173,6
25174,4
25175,10
25176,10
25177,3
25178,10
25179,9
25180,1
25181,1
25182,5
25183,8
25184,1
25185,9
25186,9
25187,5
25188,5
25189,10
25190,9
25191,4
25192,6
25193,10
25194,5
25195,9
25196,5
25197,7
25198,2
25199,8
25200,10
25201,5
25202,10
25203,5
25204,8
25205,2
25206,1
25207,6
25208,6
25209,5
25210,9
25211,9
25212,9
25213,10
25214,5
25215,4
25216,10
25217,10
25218,10
25219,9
25220,3
25221,1
25222,10
25223,5
25224,3
25225,3
25226,4
25227,2
25228,4
25229,6
25230,7
25231,5
25232,7
25233,5
25234,2
25235,1
25236,4
25237,3
25238,1
25239,5
25240,1
25241,5
25242,3
25243,6
25244,9
25245,4
25246,2
25247,6
25248,1
25249,8
25250,10
25251,7
25252,2
25253,10
25254,2
25255,2
25256,8
25257,3
25258,9
25259,10
25260,3
25261,1
25262,2
25263,3
25264,3
25265,9
25266,10
25267,7
25268,10
25269,6
25270,6
25271,4
25272,1
25273,6
25274,5
25275,1
25276,8
25277,3
25278,3
25279,5
25280,4
25281,5
25282,1
25283,4
25284,2
25285,7
25286,9
25287,7
25288,10
25289,6
25290,9
25291,1
25292,4
25293,4
25294,10
25295,2
25296,4
25297,6
25298,8
25299,8
25300,5
25301,8
25302,10
25303,2
25304,3
25305,5
25306,9
25307,6
25308,9
25309,2
25310,9
25311,10
25312,4
25313,7
25314,2
25315,6
25316,4
25317,9
25318,4
25319,1
25320,10
25321,9
25322,3
25323,3
25324,7
25325,10
25326,4
25327,3
25328,6
25329,7
25330,8
25331,1
25332,8
25333,8
25334,9
25335,3
25336,5
25337,9
25338,1
25339,4
25340,7
25341,10
25342,1
25343,10
25344,3
25345,5
25346,5
25347,6
25348,1
25349,1
25350,5
25351,4
25352,7
25353,3
25354,2
25355,5
25356,4
25357,2
25358,2
25359,4
25360,10
25361,4
25362,2
25363,3
25364,4
25365,1
25366,6
25367,1
25368,8
25369,10
25370,2
25371,10
25372,4
25373,9
25374,2
25375,1
25376,7
25377,3
25378,8
25379,2
25380,7
25381,1
25382,10
25383,10
25384,5
25385,4
25386,3
25387,7
25388,9
25389,9
25390,2
25391,2
25392,2
25393,5
25394,7
25395,7
25396,6
25397,5
25398,10
25399,6
25400,8
25401,1
25402,1
25412,6
25413,3
25414,6
25415,3
25416,1
25418,8
25419,10
25426,4
25427,5
25428,1
25429,2
25430,8
25436,4
25437,6
25438,5
25443,6
25444,10
25445,1
25446,2
25447,4
25449,3
25450,2
25451,5
25452,10
25454,3
25455,5
25456,8
25457,5
25458,8
25459,6
25460,10
25461,10
25463,8
25464,1
25465,9
25466,8
25467,5
25468,2
25469,2
25470,6
25471,7
25473,6
25474,6
25475,10
25476,4
25477,6
25478,3
25479,6
25480,10
25481,7
25482,10
25483,5
25484,8
25485,7
25486,5
25487,2
25488,4
25489,1
25490,2
25491,4
25492,5
25493,3
25494,6
25495,6
25496,6
25497,8
25498,3
25499,10
25500,4
25501,7
25502,5
25503,5
25504,8
25505,3
25506,6
25507,2
25508,2
25509,5
25510,1
25511,9
25512,2
25513,1
25514,2
25515,8
25516,7
25517,1
25518,7
25519,4
25520,4
25521,8
25522,9
25523,9
25524,9
25525,8
25526,2
25527,3
25528,2
25529,6
25530,4
25531,4
25532,4
25533,3
25534,2
25535,2
25536,2
25537,6
25538,3
25539,8
25540,8
25541,10
25542,1
25543,5
25544,10
25545,6
25546,1
25547,2
25548,3
25549,5
25550,8
25551,8
25552,5
25553,5
25554,8
25555,1
25556,2
25557,7
25558,7
25559,1
25560,10
25561,7
25562,2
25563,9
25564,6
25565,10
25566,1
25567,9
25568,6
25569,2
25570,2
25571,4
25572,8
25573,7
25574,1
25575,4
25576,10
25577,6
25578,6
25579,7
25580,4
25581,1
25582,7
25583,1
25584,5
25585,1
25586,10
25587,9
25588,2
25589,4
25590,6
25591,2
25592,3
25593,5
25594,1
25595,8
25596,4
25597,7
25598,1
25599,2
25600,8
25601,5
25602,10
25603,1
25604,8
25605,10
25606,10
25607,1
25608,4
25609,5
25610,6
25611,8
25612,5
25613,6
25614,1
25615,8
25616,6
25617,2
25618,10
25619,5
25620,5
25621,7
25622,6
25623,2
25624,3
25625,8
25626,5
25627,9
25628,7
25629,9
25630,10
25631,10
25632,3
25633,4
25634,10
25635,7
25636,9
25637,2
25638,8
25639,3
25640,9
25641,1
25642,4
25643,10
25644,1
25645,4
25646,6
25647,7
25648,5
25649,4
25650,5
25651,2
25652,3
25653,9
25654,2
25655,7
25656,9
25657,6
25658,3
25659,10
25660,10
25661,6
25662,9
25663,2
25664,5
25665,1
25666,8
25667,8
25668,5
25669,5
25670,4
25671,10
25672,9
25673,5
25674,8
25675,8
25676,10
25677,6
25678,3
25679,8
25680,3
25681,5
25682,9
25683,4
25684,1
25685,7
25686,9
25687,1
25688,6
25689,6
25690,2
25691,3
25692,9
25693,1
25694,2
25695,8
25696,8
25697,8
25698,9
25699,3
25700,8
25701,7
25702,8
25703,9
25704,5
25705,9
25706,3
25707,10
25708,6
25709,7
25710,2
25711,9
25712,3
25713,9
25714,8
25715,3
25716,3
25717,10
25718,3
25719,2
25720,6
25721,3
25722,1
25723,8
25724,2
25725,4
25726,8
25727,1
25728,8
25729,4
25730,4
25731,8
25732,8
25733,8
25734,9
25735,6
25736,1
25737,1
25738,1
25739,4
25740,6
25741,1
25742,7
25743,3
25744,6
25745,5
25746,6
25747,4
25748,9
25749,1
25750,5
25751,3
25752,10
25753,8
25754,10
25755,8
25756,2
25757,5
25758,7
25759,1
25760,3
25761,1
25762,9
25763,4
25764,5
25765,9
25766,1
25767,6
25768,5
25769,9
25770,9
25771,2
25772,10
25773,9
25774,8
25775,5
25776,8
25777,4
25778,4
25779,7
25780,10
25781,1
25782,3
25783,2
25784,3
25785,5
25786,2
25787,7
25788,9
25789,1
25790,7
25791,10
25792,1
25793,7
25794,5
25795,7
25796,4
25797,8
25798,8
25799,6
25800,1
25801,7
25802,8
25803,3
25804,2
25805,2
25806,4
25807,10
25808,3
25809,1
25810,8
25811,4
25812,10
25813,7
25814,8
25815,6
25816,2
25817,6
25818,9
25819,5
25820,10
25821,8
25822,5
25823,2
25824,1
25825,10
25826,8
25827,5
25828,6
25829,1
25830,8
25831,3
25832,7
25833,9
25834,5
25835,10
25836,5
25837,5
25838,9
25839,2
25840,5
25841,10
25842,10
25843,7
25844,7
25845,1
25846,2
25847,2
25848,8
25849,9
25850,8
25851,2
25852,10
25853,8
25854,6
25855,8
25856,2
25857,8
25858,7
25859,3
25860,5
25861,5
25862,3
25863,6
25864,10
25865,8
25866,4
25867,4
25868,6
25869,5
25870,8
25871,10
25872,10
25873,8
25874,6
25875,1
25876,4
25877,7
25878,5
25879,8
25880,4
25881,2
25882,5
25883,1
25884,2
25885,4
25886,1
25887,8
25888,2
25889,10
25890,4
25891,2
25892,3
25893,7
25894,2
25895,7
25896,9
25897,6
25898,3
25899,1
25900,2
25901,9
25902,8
25903,2
25904,10
25905,3
25906,2
25907,8
25908,3
25909,8
25910,10
25911,9
25912,4
25913,8
25914,5
25915,9
25916,4
25917,8
25918,5
25919,8
25920,1
25921,2
25922,9
25923,7
25924,4
25925,6
25926,5
25927,4
25928,1
25929,1
25930,4
25931,1
25932,7
25933,1
25934,10
25935,8
25936,3
25937,5
25938,10
25939,10
25940,6
25941,4
25942,9
25943,9
25944,9
25946,6
25947,7
25948,7
25949,10
25950,4
25951,4
25952,2
25953,6
25954,4
25955,8
25956,5
25957,7
25958,2
25959,5
25960,8
25961,1
25962,1
25963,2
25964,4
25965,10
25966,4
25967,7
25968,2
25969,5
25970,4
25971,5
25972,1
25973,1
25974,2
25975,1
25976,3
25977,7
25978,2
25979,2
25980,4
25981,1
25982,6
25983,5
25984,3
25985,4
25986,10
25987,6
25988,4
25989,7
25990,7
25991,7
25992,5
25993,5
25994,10
25995,7
25996,2
25997,1
25998,1
25999,9
26000,4
26001,1
26002,10
26003,9
26004,2
26005,7
26006,1
26007,3
26008,8
26009,10
26010,7
26011,7
26012,1
26013,10
26014,1
26015,9
26016,1
26017,2
26018,3
26019,1
26020,7
26021,10
26022,7
26023,1
26024,3
26025,9
26026,3
26027,4
26028,4
26029,9
26030,4
26031,5
26032,7
26033,7
26034,6
26035,4
26036,6
26037,3
26038,4
26039,5
26040,4
26041,8
26042,3
26043,6
26044,1
26045,2
26046,4
26047,9
26048,9
26049,10
26050,2
26051,3
26052,3
26053,4
26054,2
26055,1
26056,7
26057,2
26058,3
26059,4
26060,5
26061,9
26062,10
26063,6
26064,2
26065,3
26066,9
26067,9
26068,4
26069,9
26070,4
26071,6
26072,4
26073,1
26074,5
26075,4
26076,8
26077,1
26078,2
26079,6
26080,8
26081,2
26082,3
26083,2
26084,6
26085,7
26086,3
26087,2
26088,2
26089,5
26090,10
26091,2
26092,5
26093,9
26094,8
26095,8
26096,5
26097,8
26098,9
26099,9
26100,8
26101,8
26102,9
26104,1
26105,5
26106,4
26107,7
26108,9
26110,9
26111,1
26112,2
26113,5
26114,1
26115,5
26116,1
26117,1
26120,1
26121,6
26122,2
26123,5
26124,7
26125,6
26126,1
26127,7
26128,5
26129,7
26130,3
26131,8
26132,7
26133,2
26134,2
26136,9
26137,2
26138,5
26139,7
26140,6
26141,7
26142,1
26143,8
26145,1
26146,3
26147,4
26148,9
26149,3
26152,4
26153,3
26154,1
26155,7
26156,3
26159,8
26160,9
26161,9
26162,8
26163,6
26164,2
26165,6
26166,4
26171,7
26172,8
26173,5
26174,6
26175,4
26176,4
26177,2
26178,10
26185,9
26186,8
26187,5
26188,5
26189,9
26190,9
26191,7
26200,1
26201,7
26202,6
26214,2
26215,10
26216,4
26217,1
26224,4
26225,10
26226,3
26227,5
26228,8
26229,1
26230,3
26231,7
26232,9
26233,7
26234,10
26235,4
26236,5
26237,3
26238,8
26241,4
26242,2
26243,8
26244,5
26245,2
26246,3
26247,5
26250,4
26251,2
26252,3
26253,3
26254,10
26255,1
26256,3
26257,7
26275,6
26276,2
26277,7
26278,8
26279,9
26280,1
26281,10
26282,3
26290,4
26291,9
26292,2
26293,6
26294,5
26295,4
26296,10
26297,4
26314,10
26315,6
26316,1
26317,1
26318,2
26319,2
26320,4
26321,9
26329,6
26330,6
26331,8
26332,3
26333,10
26334,8
26350,1
26351,3
26355,9
26356,3
26357,8
26358,9
26359,8
26360,5
26362,10
26363,5
26364,6
26365,8
26366,3
26367,3
26368,6
26372,4
26373,7
26375,4
26376,3
26377,5
26378,7
26379,3
26383,2
26384,10
26392,8
26395,6
26396,1
26397,7
26398,9
26401,3
26402,8
26407,2
26408,1
26409,1
26413,7
26415,2
26416,7
26426,2
26427,8
26428,1
26431,3
26432,7
26439,2
26440,4
26441,4
26442,5
26443,8
26444,2
26445,4
26446,8
26447,7
26448,1
26449,10
26453,2
26454,5
26455,3
26456,7
26457,9
26458,4
26461,10
26462,10
26463,2
26464,3
26471,2
26472,1
26473,9
26474,8
26476,9
26477,9
26478,4
26479,2
26488,3
26489,1
26490,3
26491,6
26493,1
26494,4
26495,9
26496,6
26505,9
26506,10
26507,5
26508,10
26513,9
26514,3
26515,6
26516,3
26518,7
26519,9
26520,8
26521,2
26522,10
26523,6
26524,10
26525,4
26529,3
26530,4
26531,1
26532,8
26533,9
26534,7
26535,10
26537,5
26538,9
26539,4
26540,5
26542,1
26543,10
26544,8
26545,1
26548,10
26549,9
26550,7
26551,8
26555,6
26556,9
26557,3
26558,3
26559,8
26560,4
26561,7
26562,4
26563,2
26564,8
26565,9
26566,4
26567,1
26568,9
26569,5
26570,7
26571,6
26572,6
26573,4
26574,4
26575,4
26576,7
26578,4
26579,4
26580,8
26581,5
26582,8
26583,6
26584,10
26585,6
26586,9
26587,8
26588,6
26589,8
26590,6
26591,8
26592,7
26593,2
26594,6
26595,9
26596,6
26597,7
26598,7
26599,2
26600,5
26601,8
26602,2
26603,1
26604,10
26605,1
26606,7
26607,5
26608,3
26609,5
26610,9
26611,8
26612,6
26613,1
26614,9
26615,7
26616,9
26617,4
26618,6
26619,10
26620,2
26621,9
26622,9
26623,8
26624,9
26625,1
26626,3
26627,2
26628,10
26629,7
26630,2
26631,5
26633,9
26634,5
26635,10
26636,9
26637,2
26638,3
26639,2
26641,3
26642,6
26643,5
26644,5
26646,10
26647,2
26648,4
26649,10
26651,5
26652,6
26653,2
26654,9
26655,3
26656,2
26657,4
26658,5
26659,6
26660,6
26662,8
26663,1
26666,1
26667,8
26668,3
26669,7
26670,8
26672,10
26673,9
26674,3
26675,6
26676,9
26682,1
26683,7
26684,2
26685,3
26686,10
26687,1
26688,2
26689,6
26690,10
26691,6
26692,1
26693,1
26694,6
26695,9
26696,10
26697,4
26698,4
26699,10
26700,9
26701,5
26702,7
26706,8
26707,4
26708,5
26709,8
26710,10
26711,1
26712,5
26713,9
26714,9
26715,1
26716,2
26717,8
26718,8
26719,8
26720,9
26721,4
26722,6
26723,4
26724,4
26725,10
26726,6
26727,6
26728,5
26729,3
26730,7
26731,1
26732,7
26733,8
26734,10
26735,10
26736,4
26737,10
26738,5
26739,9
26740,5
26741,8
26742,3
26743,6
26744,3
26745,6
26746,10
26747,7
26748,1
26749,10
26750,9
26751,9
26752,5
26753,7
26754,1
26755,7
26756,7
26757,9
26758,10
26759,3
26760,9
26761,5
26762,6
26763,8
26764,6
26765,2
26766,2
26767,2
26768,5
26769,6
26770,10
26773,5
26774,4
26775,9
26776,2
26777,6
26778,3
26779,6
26780,9
26782,9
26783,6
26784,6
26785,8
26786,4
26787,9
26788,2
26789,3
26791,3
26792,9
26793,8
26794,6
26795,8
26796,7
26797,5
26798,2
26799,4
26800,10
26801,8
26802,5
26803,2
26804,9
26805,5
26806,8
26807,4
26808,8
26809,4
26810,8
26811,9
26812,4
26813,1
26816,3
26817,1
26818,7
26819,4
26820,6
26821,9
26822,5
26823,4
26825,1
26826,7
26827,6
26828,9
26829,10
26830,3
26831,7
26833,6
26834,6
26835,3
26836,8
26837,10
26838,4
26839,10
26840,1
26841,4
26842,7
26843,9
26844,4
26845,2
26846,5
26847,3
26848,9
26851,3
26852,7
26853,9
26854,7
26855,9
26856,2
26857,7
26858,3
26859,2
26860,4
26861,8
26862,10
26863,3
26864,4
26865,10
26866,10
26868,3
26869,8
26870,4
26871,3
26872,7
26873,1
26874,4
26877,9
26878,2
26879,4
26883,8
26884,8
26885,3
26886,6
26887,9
26888,4
26889,6
26890,6
26892,10
26893,5
26894,5
26895,9
26896,4
26897,3
26898,6
26899,10
26907,7
26908,3
26916,4
26918,7
26919,9
26920,3
26921,7
26922,8
26924,4
26925,10
26926,1
26927,10
26928,8
26929,7
26931,1
26932,8
26933,7
26934,6
26935,7
26936,6
26938,5
26939,3
26941,10
26942,2
26943,5
26944,3
26945,4
26950,7
26951,5
26952,9
26953,8
26954,10
26955,7
26956,7
26957,9
26958,3
26959,9
26960,6
26961,6
26962,2
26963,1
26964,6
26965,4
26972,8
26974,1
26975,5
26976,3
26977,9
26978,5
26979,4
26980,6
26982,6
26983,10
26984,1
26986,1
26987,5
26988,3
26989,5
26990,1
26994,9
26995,9
26996,9
26998,3
27000,1
27001,8
27002,8
27003,7
27006,10
27007,4
27008,8
27011,9
27012,4
27013,9
27016,6
27017,6
27018,4
27019,2
27020,7
27021,2
27022,2
27023,6
27033,4
27041,1
27043,2
27051,9
27054,9
27055,10
27056,5
27065,1
27071,6
27075,1
27084,5
27094,10
27095,5
27097,7
27098,6
27099,9
27101,2
27102,5
27106,8
27107,3
27108,4
27109,1
27110,10
27111,8
27112,1
27113,7
27117,1
27118,8
27119,6
27120,3
27121,4
27122,5
27123,10
27124,7
27125,5
27126,2
27127,1
27128,3
27129,8
27130,7
27131,1
27133,7
27137,5
27138,3
27139,1
27140,10
27141,1
27142,1
27143,3
27144,7
27147,5
27148,3
27149,9
27150,7
27151,2
27152,5
27153,7
27154,4
27156,9
27157,8
27158,9
27162,7
27164,5
27165,9
27166,3
27167,2
27170,4
27172,10
27173,4
27174,1
27176,1
27178,4
27180,10
27181,8
27182,7
27184,2
27185,1
27186,6
27190,5
27192,5
27193,4
27194,4
27195,3
27201,4
27202,4
27203,5
27206,10
27209,6
27210,10
27212,1
27213,3
27214,10
27215,4
27216,5
27220,6
27222,8
27223,4
27224,8
27225,10
27229,2
27230,5
27231,2
27234,5
27238,10
27239,5
27240,3
27241,6
27243,3
27244,9
27247,4
27253,6
27254,5
27255,7
27256,10
27257,1
27258,3
27260,8
27261,6
27266,1
27267,5
27268,10
27269,5
27270,5
27271,6
27274,8
27276,1
27277,2
27278,9
27280,9
27281,8
27284,1
27285,5
27286,1
27287,8
27288,3
27291,2
27292,9
27293,5
27294,2
27297,10
27298,9
27299,7
27300,5
27301,2
27302,1
27303,1
27304,10
27305,4
27306,1
27307,2
27308,9
27309,8
27310,4
27311,2
27312,8
27313,5
27314,4
27315,8
27316,1
27317,1
27319,4
27320,3
27321,3
27322,5
27323,9
27324,6
27327,4
27328,5
27329,7
27330,3
27331,7
27332,6
27333,8
27334,2
27335,3
27336,4
27337,4
27338,10
27339,9
27340,6
27341,6
27342,4
27343,9
27344,7
27345,4
27346,8
27348,1
27349,1
27350,10
27351,6
27352,2
27353,5
27354,7
27355,9
27358,5
27359,9
27360,7
27361,6
27362,5
27363,6
27366,3
27367,3
27368,3
27369,6
27370,7
27371,3
27372,5
27374,10
27375,3
27376,9
27377,2
27378,2
27379,5
27380,1
27381,4
27382,5
27383,7
27384,5
27385,2
27386,9
27387,10
27388,9
27389,5
27390,2
27391,2
27392,4
27393,1
27394,5
27395,8
27396,5
27397,5
27398,6
27399,6
27400,1
27401,9
27402,4
27403,2
27404,3
27405,6
27406,1
27407,3
27408,2
27409,1
27410,1
27411,3
27412,10
27413,10
27414,6
27415,5
27416,5
27417,10
27418,9
27419,10
27420,6
27421,9
27423,9
27424,2
27425,4
27426,5
27427,8
27428,10
27429,5
27430,8
27431,8
27432,4
27433,1
27434,9
27435,9
27436,3
27437,4
27438,7
27441,5
27442,10
27443,1
27444,8
27445,2
27446,4
27447,8
27448,3
27449,4
27450,7
27451,2
27452,5
27453,7
27454,1
27456,1
27457,10
27458,2
27459,5
27460,8
27461,5
27462,10
27465,1
27466,3
27467,9
27468,4
27469,8
27470,10
27471,3
27472,10
27474,8
27476,7
27477,5
27478,7
27479,6
27480,8
27481,8
27482,8
27483,2
27485,4
27486,2
27487,9
27488,4
27489,5
27490,9
27491,1
27492,2
27493,10
27494,6
27495,7
27496,7
27497,7
27498,3
27499,2
27500,5
27503,3
27505,4
27506,2
27507,4
27508,3
27509,3
27510,8
27511,4
27512,4
27515,5
27516,5
27517,7
27518,1
27520,3
27521,5
27522,8
27525,10
27527,8
27528,6
27529,3
27530,4
27531,3
27532,8
27535,8
27537,2
27538,3
27539,4
27540,2
27541,3
27542,10
27544,2
27547,2
27548,4
27549,4
27550,1
27551,9
27552,4
27560,1
27561,10
27562,4
27563,10
27566,1
27568,7
27569,5
27570,2
27571,3
27572,2
27573,2
27576,4
27577,10
27578,4
27579,2
27580,8
27581,7
27582,4
27583,1
27584,1
27585,9
27586,1
27587,7
27588,9
27589,8
27590,5
27591,2
27592,3
27593,5
27594,5
27595,4
27596,5
27597,9
27598,6
27599,5
27600,6
27602,2
27603,7
27604,6
27611,3
27612,6
27613,9
27614,4
27615,5
27620,4
27621,1
27622,10
27623,9
27624,8
27625,2
27628,7
27629,7
27631,7
27632,5
27633,5
27634,7
27642,1
27646,6
27647,6
27649,8
27650,3
27651,6
27652,9
27659,10
27660,2
27661,4
27662,2
27664,6
27665,4
27666,9
27670,4
27671,9
27672,5
27673,5
27674,2
27676,2
27677,1
27678,1
27682,4
27683,1
27685,9
27686,10
27687,2
27692,10
27694,9
27695,7
27696,3
27697,1
27698,9
27699,9
27700,5
27701,4
27702,1
27703,3
27704,9
27705,5
27706,6
27707,4
27708,3
27709,1
27710,6
27711,6
27712,1
27713,7
27714,10
27715,8
27716,6
27717,2
27718,6
27719,9
27720,1
27721,9
27722,10
27723,3
27724,5
27725,5
27726,8
27727,2
27728,5
27729,10
27730,3
27731,5
27732,7
27735,9
27736,9
27737,8
27738,4
27739,7
27740,2
27741,4
27742,9
27745,5
27750,9
27751,6
27752,6
27757,5
27758,5
27759,9
27760,5
27761,4
27762,3
27763,1
27764,1
27767,6
27768,7
27769,6
27770,1
27771,9
27772,6
27773,8
27774,9
27775,8
27776,9
27777,10
27778,3
27779,7
27780,5
27781,2
27784,5
27785,2
27786,1
27787,1
27788,5
27789,8
27794,7
27795,2
27796,10
27797,9
27798,10
27799,4
27800,10
27801,3
27802,10
27803,3
27804,1
27805,1
27806,3
27807,2
27809,3
27810,6
27811,8
27812,2
27813,7
27814,9
27815,6
27818,2
27819,7
27821,2
27822,4
27823,3
27824,6
27825,10
27826,9
27827,3
27828,4
27832,3
27833,5
27834,8
27835,5
27836,6
27837,3
27838,2
27839,9
27840,2
27841,4
27842,5
27843,3
27844,9
27845,3
27846,1
27847,1
27848,2
27849,6
27853,6
27854,5
27855,8
27856,3
27857,5
27858,10
27859,10
27860,10
27864,8
27865,1
27866,2
27867,2
27868,5
27869,4
27870,1
27871,5
27873,1
27874,1
27875,4
27876,2
27877,6
27878,6
27879,8
27884,8
27885,2
27886,8
27887,7
27888,6
27889,3
27890,5
27891,7
27897,1
27898,2
27899,2
27900,9
27901,5
27902,3
27903,1
27904,1
27911,7
27912,4
27913,10
27914,8
27915,2
27920,9
27921,9
27922,8
27923,9
27924,9
27931,10
27935,5
27945,7
27946,5
27950,8
27954,6
27958,7
27959,8
27961,8
27966,9
27967,6
27968,5
27969,7
27970,9
27971,10
27975,8
27976,5
27979,8
27980,3
27981,2
27982,1
27983,5
27984,2
27988,4
27989,8
27993,1
27994,9
27995,6
27996,2
27997,5
27998,8
27999,3
28002,9
28003,5
28004,5
28005,1
28006,4
28007,8
28008,8
28009,7
28010,6
28011,2
28012,2
28013,1
28016,3
28017,3
28018,4
28019,1
28020,8
28021,9
28022,10
28023,4
28024,7
28025,6
28026,8
28027,10
28028,5
28029,8
28030,8
28031,8
28032,10
28033,5
28034,9
28035,1
28036,2
28037,2
28038,7
28039,9
28041,4
28042,5
28043,10
28044,8
28045,1
28046,2
28047,2
28048,8
28049,3
28050,1
28051,2
28052,3
28054,10
28055,3
28056,4
28057,8
28058,8
28059,8
28060,10
28061,8
28062,8
28063,8
28064,5
28065,1
28066,7
28067,5
28068,5
28069,3
28073,8
28074,5
28075,9
28076,10
28077,9
28078,5
28080,4
28081,9
28082,7
28083,7
28084,3
28085,2
28086,10
28087,2
28088,9
28089,1
28090,4
28091,2
28093,9
28094,9
28095,4
28096,8
28097,3
28098,1
28101,1
28103,9
28104,6
28105,6
28106,6
28107,5
28108,8
28110,4
28112,2
28113,1
28117,1
28118,9
28119,5
28120,6
28121,3
28126,7
28127,5
28128,7
28129,7
28131,3
28132,1
28135,8
28136,1
28137,5
28138,3
28139,8
28140,7
28145,1
28146,8
28149,8
28150,9
28151,6
28152,7
28153,3
28154,9
28155,7
28156,1
28160,6
28161,2
28162,9
28163,7
28164,2
28165,5
28169,3
28172,5
28173,1
28174,1
28175,3
28176,7
28177,2
28179,10
28180,9
28187,9
28188,1
28189,4
28190,10
28191,7
28192,9
28196,7
28197,9
28201,8
28202,5
28203,10
28204,9
28205,4
28206,6
28210,10
28211,2
28215,6
28216,6
28217,2
28218,4
28219,4
28223,3
28232,2
28234,7
28240,6
28241,9
28242,8
28243,2
28247,10
28248,2
28249,1
28253,6
28254,5
28258,2
28259,4
28260,6
28261,2
28262,2
28265,10
28266,5
28268,2
28269,4
28271,6
28272,8
28273,9
28275,8
28276,1
28278,7
28282,1
28283,1
28284,4
28288,1
28289,10
28290,2
28294,9
28295,8
28296,10
28297,5
28298,9
28299,9
28300,3
28301,1
28302,5
28303,8
28304,9
28305,9
28306,1
28308,8
28309,3
28310,1
28311,2
28312,7
28313,5
28314,6
28315,7
28316,2
